"","Treatment","value","test","site"
"26882","Prairie Strips",0.384201459124271,"Network-Level Specialization (H'2)","gut"
"26883","Prairie Strips",0.350972110283725,"Network-Level Specialization (H'2)","sme"
"26884","Prairie Strips",0.370818332097974,"Network-Level Specialization (H'2)","sme"
"26885","Prairie Strips",0.520513529538133,"Network-Level Specialization (H'2)","smi"
"26886","Prairie Strips",0.422679080465508,"Network-Level Specialization (H'2)","smi"
"26887","Prairie Strips",0.353870715810191,"Network-Level Specialization (H'2)","sto"
"26888","Prairie Strips",0.596746794361554,"Network-Level Specialization (H'2)","sto"
"26889","Prairie Strips",0.359681747698813,"Network-Level Specialization (H'2)","who"
"26890","Prairie Strips",0.442520429137134,"Network-Level Specialization (H'2)","who"
"26891","Prairie Strips",0.331132800020514,"Network-Level Specialization (H'2)","gut"
"26892","Prairie Strips",0.253608214935348,"Network-Level Specialization (H'2)","gut"
"26893","Prairie Strips",0.542804707052679,"Network-Level Specialization (H'2)","sme"
"26894","Prairie Strips",0.448849572728178,"Network-Level Specialization (H'2)","sme"
"26895","Prairie Strips",0.412371619277848,"Network-Level Specialization (H'2)","smi"
"26896","Prairie Strips",0.407408960044412,"Network-Level Specialization (H'2)","smi"
"26897","Prairie Strips",0.265373525367809,"Network-Level Specialization (H'2)","sto"
"26898","Prairie Strips",0.621964978098912,"Network-Level Specialization (H'2)","sto"
"26899","Prairie Strips",0.408437357475589,"Network-Level Specialization (H'2)","who"
"26900","Prairie Strips",0.207253587201728,"Network-Level Specialization (H'2)","who"
"26901","Prairie Strips",0.585888445456116,"Network-Level Specialization (H'2)","gut"
"26902","Prairie Strips",0.527998734415268,"Network-Level Specialization (H'2)","gut"
"26903","Prairie Strips",0.227578510236378,"Network-Level Specialization (H'2)","sme"
"26904","Prairie Strips",0.428455788980968,"Network-Level Specialization (H'2)","sme"
"26905","Prairie Strips",0.76185440111198,"Network-Level Specialization (H'2)","smi"
"26906","Prairie Strips",0.360808129922338,"Network-Level Specialization (H'2)","smi"
"26907","Prairie Strips",0.496727488815496,"Network-Level Specialization (H'2)","sto"
"26908","Prairie Strips",0.303100905972402,"Network-Level Specialization (H'2)","sto"
"26909","Prairie Strips",0,"Network-Level Specialization (H'2)","who"
"26910","Prairie Strips",0.206576172651644,"Network-Level Specialization (H'2)","who"
"26911","Prairie Strips",0.518181262589846,"Network-Level Specialization (H'2)","gut"
"26912","Prairie Strips",0.63520728488825,"Network-Level Specialization (H'2)","gut"
"26913","Prairie Strips",0.496075612205853,"Network-Level Specialization (H'2)","sme"
"26914","Prairie Strips",0.39651231117981,"Network-Level Specialization (H'2)","sme"
"26915","Prairie Strips",0.495655809551093,"Network-Level Specialization (H'2)","smi"
"26916","Prairie Strips",0.267296792152852,"Network-Level Specialization (H'2)","smi"
"26917","Prairie Strips",0.396072290800663,"Network-Level Specialization (H'2)","sto"
"26918","Prairie Strips",0.335803538055662,"Network-Level Specialization (H'2)","sto"
"26919","Prairie Strips",0.466245044697574,"Network-Level Specialization (H'2)","who"
"26920","Prairie Strips",0.482214629137648,"Network-Level Specialization (H'2)","who"
"26921","Prairie Strips",0.777917025929752,"Network-Level Specialization (H'2)","gut"
"26922","Prairie Strips",0.262626277148099,"Network-Level Specialization (H'2)","gut"
"26923","Prairie Strips",0.513885968632835,"Network-Level Specialization (H'2)","sme"
"26924","Prairie Strips",0.351240353535973,"Network-Level Specialization (H'2)","sme"
"26925","Prairie Strips",0.279658127555067,"Network-Level Specialization (H'2)","smi"
"26926","Prairie Strips",0.409551274924448,"Network-Level Specialization (H'2)","smi"
"26927","Prairie Strips",0.645122186493657,"Network-Level Specialization (H'2)","sto"
"26928","Prairie Strips",0.349012214916945,"Network-Level Specialization (H'2)","sto"
"26929","Prairie Strips",0.579380164285695,"Network-Level Specialization (H'2)","who"
"26930","Prairie Strips",0.27128390755299,"Network-Level Specialization (H'2)","who"
"26931","Prairie Strips",0.342163189313692,"Network-Level Specialization (H'2)","gut"
"26932","Prairie Strips",0.554720416697321,"Network-Level Specialization (H'2)","gut"
"26933","Prairie Strips",0.312787898363132,"Network-Level Specialization (H'2)","sme"
"26934","Prairie Strips",0.405220285335599,"Network-Level Specialization (H'2)","sme"
"26935","Prairie Strips",0.667176163776463,"Network-Level Specialization (H'2)","smi"
"26936","Prairie Strips",0.369454909408408,"Network-Level Specialization (H'2)","smi"
"26937","Prairie Strips",0.68119036205717,"Network-Level Specialization (H'2)","sto"
"26938","Prairie Strips",0.388299737513945,"Network-Level Specialization (H'2)","sto"
"26939","Prairie Strips",0.606750676929064,"Network-Level Specialization (H'2)","who"
"26940","Prairie Strips",0.509476042037512,"Network-Level Specialization (H'2)","who"
"26941","Prairie Strips",0.470689717296811,"Network-Level Specialization (H'2)","gut"
"26942","Prairie Strips",0.527486089691622,"Network-Level Specialization (H'2)","gut"
"26943","Prairie Strips",0.737926231921348,"Network-Level Specialization (H'2)","sme"
"26944","Prairie Strips",0.495185750072258,"Network-Level Specialization (H'2)","sme"
"26945","Prairie Strips",0.373649119619067,"Network-Level Specialization (H'2)","smi"
"26946","Prairie Strips",0.587467937425599,"Network-Level Specialization (H'2)","smi"
"26947","Prairie Strips",0.457806777664216,"Network-Level Specialization (H'2)","sto"
"26948","Prairie Strips",0.299023327332162,"Network-Level Specialization (H'2)","sto"
"26949","Prairie Strips",0.624460284252568,"Network-Level Specialization (H'2)","who"
"26950","Prairie Strips",0.25114283097442,"Network-Level Specialization (H'2)","who"
"26951","Prairie Strips",0.272727272727273,"Network-Level Specialization (H'2)","gut"
"26952","Prairie Strips",0.444122866448798,"Network-Level Specialization (H'2)","gut"
"26953","Prairie Strips",0.582154268665596,"Network-Level Specialization (H'2)","sme"
"26954","Prairie Strips",0.364732617079002,"Network-Level Specialization (H'2)","sme"
"26955","Prairie Strips",0.390641168746381,"Network-Level Specialization (H'2)","smi"
"26956","Prairie Strips",0.463046442146236,"Network-Level Specialization (H'2)","smi"
"26957","Prairie Strips",0.471286686239788,"Network-Level Specialization (H'2)","sto"
"26958","Prairie Strips",0.534496758037314,"Network-Level Specialization (H'2)","sto"
"26959","Prairie Strips",0.529592087818706,"Network-Level Specialization (H'2)","who"
"26960","Prairie Strips",0.414714523213359,"Network-Level Specialization (H'2)","who"
"26961","Prairie Strips",0.276553257838353,"Network-Level Specialization (H'2)","gut"
"26962","Prairie Strips",0.310524928960906,"Network-Level Specialization (H'2)","gut"
"26963","Prairie Strips",0.282042416027502,"Network-Level Specialization (H'2)","sme"
"26964","Prairie Strips",0.387589218967513,"Network-Level Specialization (H'2)","sme"
"26965","Prairie Strips",0.307110956580132,"Network-Level Specialization (H'2)","smi"
"26966","Prairie Strips",0.367830743801165,"Network-Level Specialization (H'2)","smi"
"26967","Prairie Strips",0.428571428571429,"Network-Level Specialization (H'2)","sto"
"26968","Prairie Strips",0.772626987061448,"Network-Level Specialization (H'2)","sto"
"26969","Prairie Strips",0.245931939774576,"Network-Level Specialization (H'2)","who"
"26970","Prairie Strips",0.460456656630944,"Network-Level Specialization (H'2)","who"
"26971","Prairie Strips",0.366646689020266,"Network-Level Specialization (H'2)","gut"
"26972","Prairie Strips",NA,"Network-Level Specialization (H'2)","gut"
"26973","Prairie Strips",0.537421672367604,"Network-Level Specialization (H'2)","sme"
"26974","Prairie Strips",0.514961025300202,"Network-Level Specialization (H'2)","sme"
"26975","Prairie Strips",0.519676147631867,"Network-Level Specialization (H'2)","smi"
"26976","Prairie Strips",0.437316737406353,"Network-Level Specialization (H'2)","smi"
"26977","Prairie Strips",0.501059706164594,"Network-Level Specialization (H'2)","sto"
"26978","Prairie Strips",0.538548207544856,"Network-Level Specialization (H'2)","sto"
"26979","Prairie Strips",0.583962712817654,"Network-Level Specialization (H'2)","who"
"26980","Prairie Strips",0.280306158933085,"Network-Level Specialization (H'2)","who"
"26981","Prairie Strips",0.0865073773961588,"Network-Level Specialization (H'2)","gut"
"26982","Prairie Strips",0.313027296071079,"Network-Level Specialization (H'2)","gut"
"26983","Prairie Strips",0.151719006824252,"Network-Level Specialization (H'2)","sme"
"26984","Prairie Strips",0.898526122084081,"Network-Level Specialization (H'2)","sme"
"26985","Prairie Strips",0.396836266343094,"Network-Level Specialization (H'2)","smi"
"26986","Prairie Strips",0.468447589684984,"Network-Level Specialization (H'2)","smi"
"26987","Prairie Strips",0.689281338217471,"Network-Level Specialization (H'2)","sto"
"26988","Prairie Strips",0.525501553071944,"Network-Level Specialization (H'2)","sto"
"26989","Prairie Strips",0.341017405728507,"Network-Level Specialization (H'2)","who"
"26990","Prairie Strips",0.378073226405875,"Network-Level Specialization (H'2)","who"
"26991","Prairie Strips",0.438187395002848,"Network-Level Specialization (H'2)","gut"
"26992","Prairie Strips",0.523992719810482,"Network-Level Specialization (H'2)","gut"
"26993","Prairie Strips",0.148040955482933,"Network-Level Specialization (H'2)","sme"
"26994","Prairie Strips",0.365441947503367,"Network-Level Specialization (H'2)","sme"
"26995","Prairie Strips",0.429636200158752,"Network-Level Specialization (H'2)","smi"
"26996","Prairie Strips",0.140320167131448,"Network-Level Specialization (H'2)","smi"
"26997","Prairie Strips",0.45087087359953,"Network-Level Specialization (H'2)","sto"
"26998","Prairie Strips",0.712312775469223,"Network-Level Specialization (H'2)","sto"
"26999","Prairie Strips",0.895979948061078,"Network-Level Specialization (H'2)","who"
"27000","Prairie Strips",0.233476690409095,"Network-Level Specialization (H'2)","who"
"27001","Crop Fields",0.483012667674674,"Network-Level Specialization (H'2)","gut"
"27002","Crop Fields",0.233476690409095,"Network-Level Specialization (H'2)","gut"
"27003","Crop Fields",0.318795849784881,"Network-Level Specialization (H'2)","sme"
"27004","Crop Fields",0.22844382632053,"Network-Level Specialization (H'2)","sme"
"27005","Crop Fields",0.675591597365716,"Network-Level Specialization (H'2)","smi"
"27006","Crop Fields",0.367465781062898,"Network-Level Specialization (H'2)","smi"
"27007","Crop Fields",0.325712721685934,"Network-Level Specialization (H'2)","sto"
"27008","Crop Fields",0.264646734205015,"Network-Level Specialization (H'2)","sto"
"27009","Crop Fields",0.59216382193173,"Network-Level Specialization (H'2)","who"
"27010","Crop Fields",0.36983368840038,"Network-Level Specialization (H'2)","who"
"27011","Crop Fields",0.445531812350364,"Network-Level Specialization (H'2)","gut"
"27012","Crop Fields",0.297724361585545,"Network-Level Specialization (H'2)","gut"
"27013","Crop Fields",0.456887652641058,"Network-Level Specialization (H'2)","sme"
"27014","Crop Fields",0.25299136625845,"Network-Level Specialization (H'2)","sme"
"27015","Crop Fields",0.428150388740366,"Network-Level Specialization (H'2)","smi"
"27016","Crop Fields",0.433911248790647,"Network-Level Specialization (H'2)","smi"
"27017","Crop Fields",0.114221913160264,"Network-Level Specialization (H'2)","sto"
"27018","Crop Fields",0.281882921832409,"Network-Level Specialization (H'2)","sto"
"27019","Crop Fields",0.482491964440248,"Network-Level Specialization (H'2)","who"
"27020","Crop Fields",0.373751742629506,"Network-Level Specialization (H'2)","who"
"27021","Crop Fields",0.470407912181294,"Network-Level Specialization (H'2)","gut"
"27022","Crop Fields",0.399404647539216,"Network-Level Specialization (H'2)","gut"
"27023","Crop Fields",0.293048203132443,"Network-Level Specialization (H'2)","sme"
"27024","Crop Fields",0.378582655013076,"Network-Level Specialization (H'2)","sme"
"27025","Crop Fields",0.450085601323003,"Network-Level Specialization (H'2)","smi"
"27026","Crop Fields",0.288688524686177,"Network-Level Specialization (H'2)","smi"
"27027","Crop Fields",0.443665742716092,"Network-Level Specialization (H'2)","sto"
"27028","Crop Fields",0.309534128188402,"Network-Level Specialization (H'2)","sto"
"27029","Crop Fields",0.333333333333333,"Network-Level Specialization (H'2)","who"
"27030","Crop Fields",0.213277738911448,"Network-Level Specialization (H'2)","who"
"27031","Crop Fields",0.536771179845716,"Network-Level Specialization (H'2)","gut"
"27032","Crop Fields",0.329039513349577,"Network-Level Specialization (H'2)","gut"
"27033","Crop Fields",0.332926970318656,"Network-Level Specialization (H'2)","sme"
"27034","Crop Fields",0.633715783176641,"Network-Level Specialization (H'2)","sme"
"27035","Crop Fields",0.305692462624296,"Network-Level Specialization (H'2)","smi"
"27036","Crop Fields",0.316245752074142,"Network-Level Specialization (H'2)","smi"
"27037","Crop Fields",0.381016585244111,"Network-Level Specialization (H'2)","sto"
"27038","Crop Fields",0.360004633715797,"Network-Level Specialization (H'2)","sto"
"27039","Crop Fields",0.628076072465161,"Network-Level Specialization (H'2)","who"
"27040","Crop Fields",0.296765983770122,"Network-Level Specialization (H'2)","who"
"27041","Crop Fields",0.288582810092744,"Network-Level Specialization (H'2)","gut"
"27042","Crop Fields",0.268449526851684,"Network-Level Specialization (H'2)","gut"
"27043","Crop Fields",0.238736309001389,"Network-Level Specialization (H'2)","sme"
"27044","Crop Fields",0.297043698222939,"Network-Level Specialization (H'2)","sme"
"27045","Crop Fields",0.585633673541506,"Network-Level Specialization (H'2)","smi"
"27046","Crop Fields",0.447184199130442,"Network-Level Specialization (H'2)","smi"
"27047","Crop Fields",0.390539913380098,"Network-Level Specialization (H'2)","sto"
"27048","Crop Fields",0.351716702172002,"Network-Level Specialization (H'2)","sto"
"27049","Crop Fields",0.380646427674518,"Network-Level Specialization (H'2)","who"
"27050","Crop Fields",0.237979682338585,"Network-Level Specialization (H'2)","who"
"27051","Crop Fields",0.288364475969178,"Network-Level Specialization (H'2)","gut"
"27052","Crop Fields",0.702860316136314,"Network-Level Specialization (H'2)","gut"
"27053","Crop Fields",0,"Network-Level Specialization (H'2)","sme"
"27054","Crop Fields",0.473197315178593,"Network-Level Specialization (H'2)","sme"
"27055","Crop Fields",0.37071294579576,"Network-Level Specialization (H'2)","smi"
"27056","Crop Fields",0.180552110832611,"Network-Level Specialization (H'2)","smi"
"27057","Crop Fields",0.255805209184887,"Network-Level Specialization (H'2)","sto"
"27058","Crop Fields",0.323332972929811,"Network-Level Specialization (H'2)","sto"
"27059","Crop Fields",0.187063662335674,"Network-Level Specialization (H'2)","who"
"27060","Crop Fields",0.612309959638335,"Network-Level Specialization (H'2)","who"
"27061","Crop Fields",0.156813774775256,"Network-Level Specialization (H'2)","gut"
"27062","Crop Fields",0.263570971105998,"Network-Level Specialization (H'2)","gut"
"27063","Crop Fields",0.273624105494082,"Network-Level Specialization (H'2)","sme"
"27064","Crop Fields",0.255425768367083,"Network-Level Specialization (H'2)","sme"
"27065","Crop Fields",0.52129602861432,"Network-Level Specialization (H'2)","smi"
"27066","Crop Fields",0.514671720316198,"Network-Level Specialization (H'2)","smi"
"27067","Crop Fields",0.226904692653707,"Network-Level Specialization (H'2)","sto"
"27068","Crop Fields",0.5,"Network-Level Specialization (H'2)","sto"
"27069","Crop Fields",0.504797653405308,"Network-Level Specialization (H'2)","who"
"27070","Crop Fields",0.59216382193173,"Network-Level Specialization (H'2)","who"
"27071","Crop Fields",0.500751923409764,"Network-Level Specialization (H'2)","gut"
"27072","Crop Fields",0.447222358112902,"Network-Level Specialization (H'2)","gut"
"27073","Crop Fields",0.128950935744847,"Network-Level Specialization (H'2)","sme"
"27074","Crop Fields",0.50826637007709,"Network-Level Specialization (H'2)","sme"
"27075","Crop Fields",0.354650914223176,"Network-Level Specialization (H'2)","smi"
"27076","Crop Fields",0.538677745831248,"Network-Level Specialization (H'2)","smi"
"27077","Crop Fields",0.296081910965865,"Network-Level Specialization (H'2)","sto"
"27078","Crop Fields",0.625,"Network-Level Specialization (H'2)","sto"
"27079","Crop Fields",0.666666666666667,"Network-Level Specialization (H'2)","who"
"27080","Crop Fields",0.48616384660916,"Network-Level Specialization (H'2)","who"
"27081","Crop Fields",0.400058247956269,"Network-Level Specialization (H'2)","gut"
"27082","Crop Fields",0.554750532600569,"Network-Level Specialization (H'2)","gut"
"27083","Crop Fields",0.230456261755179,"Network-Level Specialization (H'2)","sme"
"27084","Crop Fields",0.523795933186007,"Network-Level Specialization (H'2)","sme"
"27085","Crop Fields",0.300733171133534,"Network-Level Specialization (H'2)","smi"
"27086","Crop Fields",0.285714285714286,"Network-Level Specialization (H'2)","smi"
"27087","Crop Fields",0.370608348473918,"Network-Level Specialization (H'2)","sto"
"27088","Crop Fields",0.360390145328475,"Network-Level Specialization (H'2)","sto"
"27089","Crop Fields",0.548640865634246,"Network-Level Specialization (H'2)","who"
"27090","Crop Fields",0.493893979740902,"Network-Level Specialization (H'2)","who"
"27091","Crop Fields",0.5,"Network-Level Specialization (H'2)","gut"
"27092","Crop Fields",0.436865528772692,"Network-Level Specialization (H'2)","gut"
"27093","Crop Fields",0.413086515500649,"Network-Level Specialization (H'2)","sme"
"27094","Crop Fields",0.5,"Network-Level Specialization (H'2)","sme"
"27095","Crop Fields",0.448698674821768,"Network-Level Specialization (H'2)","smi"
"27096","Crop Fields",0.296081910965865,"Network-Level Specialization (H'2)","smi"
"27097","Crop Fields",0.429193821365733,"Network-Level Specialization (H'2)","sto"
"27098","Crop Fields",0.52129602861432,"Network-Level Specialization (H'2)","sto"
"27099","Crop Fields",0.189866960809825,"Network-Level Specialization (H'2)","who"
"27100","Crop Fields",0.40196510449466,"Network-Level Specialization (H'2)","who"
"27101","Crop Fields",0.495036459781435,"Network-Level Specialization (H'2)","gut"
"27102","Crop Fields",0.666666666666666,"Network-Level Specialization (H'2)","gut"
"27103","Crop Fields",0.428411286099075,"Network-Level Specialization (H'2)","sme"
"27104","Crop Fields",0.524800855776638,"Network-Level Specialization (H'2)","sme"
"27105","Crop Fields",0.440226841663439,"Network-Level Specialization (H'2)","smi"
"27106","Crop Fields",0.392269102900022,"Network-Level Specialization (H'2)","smi"
"27107","Crop Fields",0.347075615737308,"Network-Level Specialization (H'2)","sto"
"27108","Crop Fields",0.496727488815496,"Network-Level Specialization (H'2)","sto"
"27109","Crop Fields",0,"Network-Level Specialization (H'2)","who"
"27110","Crop Fields",0.32874469459706,"Network-Level Specialization (H'2)","who"
"27111","Crop Fields",0.189531717191722,"Network-Level Specialization (H'2)","gut"
"27112","Crop Fields",0,"Network-Level Specialization (H'2)","gut"
"27113","Crop Fields",0.496942736264431,"Network-Level Specialization (H'2)","sme"
"27114","Crop Fields",0.272447289740787,"Network-Level Specialization (H'2)","sme"
"27115","Crop Fields",0.438890824474493,"Network-Level Specialization (H'2)","smi"
"27116","Crop Fields",0.336223041358627,"Network-Level Specialization (H'2)","smi"
"27117","Crop Fields",0.4598966314836,"Network-Level Specialization (H'2)","sto"
"27118","Crop Fields",0.518185776773899,"Network-Level Specialization (H'2)","sto"
"27119","Crop Fields",0.446677388785796,"Network-Level Specialization (H'2)","who"
"27120","Crop Fields",0.370776302026591,"Network-Level Specialization (H'2)","who"
"27121","Crop Fields",0.323684883527963,"Network-Level Specialization (H'2)","gut"
"27122","Crop Fields",0.385451378580881,"Network-Level Specialization (H'2)","gut"
"27123","Crop Fields",0.333333333333334,"Network-Level Specialization (H'2)","sme"
"27124","Crop Fields",0.325042234336935,"Network-Level Specialization (H'2)","sme"
"27125","Crop Fields",0.260356376325296,"Network-Level Specialization (H'2)","smi"
"27126","Crop Fields",0.47324492449441,"Network-Level Specialization (H'2)","smi"
"27127","Crop Fields",0.224018713772004,"Network-Level Specialization (H'2)","sto"
"27128","Crop Fields",0.400118830636939,"Network-Level Specialization (H'2)","sto"
"27129","Crop Fields",0.167225313387101,"Network-Level Specialization (H'2)","who"
"27130","Crop Fields",0.275933265488461,"Network-Level Specialization (H'2)","who"
"27131","Crop Fields",0.536563973653075,"Network-Level Specialization (H'2)","gut"
"27132","Crop Fields",0.393155851701587,"Network-Level Specialization (H'2)","gut"
"27133","Crop Fields",0.48119004996379,"Network-Level Specialization (H'2)","sme"
"27134","Crop Fields",0.567495673160133,"Network-Level Specialization (H'2)","sme"
"27135","Crop Fields",1,"Network-Level Specialization (H'2)","smi"
"27136","Crop Fields",0.551256357378709,"Network-Level Specialization (H'2)","smi"
"27137","Crop Fields",0.426210629580419,"Network-Level Specialization (H'2)","sto"
"27138","Crop Fields",0.413401592471554,"Network-Level Specialization (H'2)","sto"
"27139","Crop Fields",0.482307064256357,"Network-Level Specialization (H'2)","who"
"27140","Crop Fields",0.440113531646662,"Network-Level Specialization (H'2)","who"
"27141","Crop Fields",0.456887652641058,"Network-Level Specialization (H'2)","gut"
"27142","Crop Fields",0.426555477822896,"Network-Level Specialization (H'2)","gut"
"27143","Crop Fields",0.640306980541081,"Network-Level Specialization (H'2)","sme"
"27144","Crop Fields",0.362320734908881,"Network-Level Specialization (H'2)","sme"
"27145","Crop Fields",0.574112297779834,"Network-Level Specialization (H'2)","smi"
"27146","Crop Fields",0.190495006231279,"Network-Level Specialization (H'2)","smi"
"27147","Crop Fields",0.540255081310408,"Network-Level Specialization (H'2)","sto"
"27148","Crop Fields",0.192668217783579,"Network-Level Specialization (H'2)","sto"
"27149","Crop Fields",1,"Network-Level Specialization (H'2)","who"
"27150","Crop Fields",0.270700732339966,"Network-Level Specialization (H'2)","who"
"27151","Crop Fields",0.358104463502082,"Network-Level Specialization (H'2)","gut"
"27152","Crop Fields",0.472230256914105,"Network-Level Specialization (H'2)","gut"
"27153","Crop Fields",0.596529807858729,"Network-Level Specialization (H'2)","sme"
"27154","Crop Fields",0.320873057509047,"Network-Level Specialization (H'2)","sme"
"27155","Crop Fields",0.273539016836252,"Network-Level Specialization (H'2)","smi"
"27156","Crop Fields",0.495898570046453,"Network-Level Specialization (H'2)","smi"
"27157","Crop Fields",0.418877068209948,"Network-Level Specialization (H'2)","sto"
"27158","Crop Fields",0.377314025339342,"Network-Level Specialization (H'2)","sto"
"27159","Crop Fields",0.290386486982905,"Network-Level Specialization (H'2)","who"
"27160","Crop Fields",0.432118906349778,"Network-Level Specialization (H'2)","who"
"27161","Crop Fields",0.365990407822786,"Network-Level Specialization (H'2)","gut"
"27162","Crop Fields",0.393555357451924,"Network-Level Specialization (H'2)","gut"
"27163","Crop Fields",0.25521299114499,"Network-Level Specialization (H'2)","sme"
"27164","Crop Fields",0.685964192526506,"Network-Level Specialization (H'2)","sme"
"27165","Crop Fields",0.76064801430716,"Network-Level Specialization (H'2)","smi"
"27166","Crop Fields",0.420023422177835,"Network-Level Specialization (H'2)","smi"
"27167","Crop Fields",0.263465317365217,"Network-Level Specialization (H'2)","sto"
"27168","Crop Fields",0.490754613350128,"Network-Level Specialization (H'2)","sto"
"27169","Crop Fields",0.326042760734481,"Network-Level Specialization (H'2)","who"
"27170","Crop Fields",0.417108992595787,"Network-Level Specialization (H'2)","who"
"27171","Crop Fields",0.254173824051559,"Network-Level Specialization (H'2)","gut"
"27172","Crop Fields",0.336224560557203,"Network-Level Specialization (H'2)","gut"
"27173","Crop Fields",0.51060986615657,"Network-Level Specialization (H'2)","sme"
"27174","Crop Fields",0.412523979356487,"Network-Level Specialization (H'2)","sme"
"27175","Crop Fields",0.364451694416054,"Network-Level Specialization (H'2)","smi"
"27176","Crop Fields",0.54478780001991,"Network-Level Specialization (H'2)","smi"
"27177","Crop Fields",0.379758863076063,"Network-Level Specialization (H'2)","sto"
"27178","Crop Fields",0.292028754092251,"Network-Level Specialization (H'2)","sto"
"27179","Crop Fields",0.287664751258588,"Network-Level Specialization (H'2)","who"
"27180","Crop Fields",0.457464501475835,"Network-Level Specialization (H'2)","who"
"27181","Crop Fields",0.262037090557346,"Network-Level Specialization (H'2)","gut"
"27182","Crop Fields",0.429286891766845,"Network-Level Specialization (H'2)","gut"
"27183","Crop Fields",0.5,"Network-Level Specialization (H'2)","sme"
"27184","Crop Fields",0.344687751552797,"Network-Level Specialization (H'2)","sme"
"27185","Crop Fields",0.317074843065874,"Network-Level Specialization (H'2)","smi"
"27186","Crop Fields",0.358251781161954,"Network-Level Specialization (H'2)","smi"
"27187","Crop Fields",0.266422043924312,"Network-Level Specialization (H'2)","sto"
"27188","Crop Fields",0.340783617806827,"Network-Level Specialization (H'2)","sto"
"27189","Crop Fields",0.420619835714305,"Network-Level Specialization (H'2)","who"
"27190","Crop Fields",0.41101273227179,"Network-Level Specialization (H'2)","who"
"27191","Crop Fields",0.514148474636954,"Network-Level Specialization (H'2)","gut"
"27192","Crop Fields",0.388717148195831,"Network-Level Specialization (H'2)","gut"
"27193","Crop Fields",0.353242070208724,"Network-Level Specialization (H'2)","sme"
"27194","Crop Fields",0.17462619451075,"Network-Level Specialization (H'2)","sme"
"27195","Crop Fields",0.663963839363153,"Network-Level Specialization (H'2)","smi"
"27196","Crop Fields",0.426555477822896,"Network-Level Specialization (H'2)","smi"
"27197","Crop Fields",0.656199180512036,"Network-Level Specialization (H'2)","sto"
"27198","Crop Fields",0.232637006961531,"Network-Level Specialization (H'2)","sto"
"27199","Crop Fields",0.296081910965865,"Network-Level Specialization (H'2)","who"
"27200","Crop Fields",0.5,"Network-Level Specialization (H'2)","who"
"27201","Crop Fields",0.429397250825484,"Network-Level Specialization (H'2)","gut"
"27202","Crop Fields",0.368801146894003,"Network-Level Specialization (H'2)","gut"
"27203","Crop Fields",0.713874812354994,"Network-Level Specialization (H'2)","sme"
"27204","Crop Fields",0.272870862433655,"Network-Level Specialization (H'2)","sme"
"27205","Crop Fields",0.688470682821877,"Network-Level Specialization (H'2)","smi"
"27206","Crop Fields",0.587179483387055,"Network-Level Specialization (H'2)","smi"
"27207","Crop Fields",0.293844523870618,"Network-Level Specialization (H'2)","sto"
"27208","Crop Fields",0.300788352315222,"Network-Level Specialization (H'2)","sto"
"27209","Crop Fields",NA,"Network-Level Specialization (H'2)","who"
"27210","Crop Fields",0.306447572449936,"Network-Level Specialization (H'2)","who"
"27211","Crop Fields",0.38231422565659,"Network-Level Specialization (H'2)","gut"
"27212","Crop Fields",0.41311732856428,"Network-Level Specialization (H'2)","gut"
"27213","Crop Fields",0.326884536068065,"Network-Level Specialization (H'2)","sme"
"27214","Crop Fields",0.128082752740736,"Network-Level Specialization (H'2)","sme"
"27215","Crop Fields",0.308994144154845,"Network-Level Specialization (H'2)","smi"
"27216","Crop Fields",0.35599017189318,"Network-Level Specialization (H'2)","smi"
"27217","Crop Fields",0.204138765192597,"Network-Level Specialization (H'2)","sto"
"27218","Crop Fields",0.2715605067887,"Network-Level Specialization (H'2)","sto"
"27219","Crop Fields",0.47561092046321,"Network-Level Specialization (H'2)","who"
"27220","Crop Fields",0.306573596382729,"Network-Level Specialization (H'2)","who"
"27221","Crop Fields",0.228443826320529,"Network-Level Specialization (H'2)","gut"
"27222","Crop Fields",0.756281786893549,"Network-Level Specialization (H'2)","gut"
"27223","Crop Fields",0.299362414926977,"Network-Level Specialization (H'2)","sme"
"27224","Crop Fields",0.392851645576727,"Network-Level Specialization (H'2)","sme"
"27225","Crop Fields",0.396892582769161,"Network-Level Specialization (H'2)","smi"
"27226","Crop Fields",0.5,"Network-Level Specialization (H'2)","smi"
"27227","Crop Fields",0.367822549578754,"Network-Level Specialization (H'2)","sto"
"27228","Crop Fields",0.360480346075087,"Network-Level Specialization (H'2)","sto"
"27229","Crop Fields",0.336008232147018,"Network-Level Specialization (H'2)","who"
"27230","Crop Fields",0.597795798304721,"Network-Level Specialization (H'2)","who"
"27231","Crop Fields",0.403159227496528,"Network-Level Specialization (H'2)","gut"
"27232","Crop Fields",0.27453716043345,"Network-Level Specialization (H'2)","gut"
"27233","Crop Fields",0.39557239762044,"Network-Level Specialization (H'2)","sme"
"27234","Crop Fields",0.254555175356242,"Network-Level Specialization (H'2)","sme"
"27235","Crop Fields",0.360377086132236,"Network-Level Specialization (H'2)","smi"
"27236","Crop Fields",0.307290255040206,"Network-Level Specialization (H'2)","smi"
"27237","Crop Fields",0.37192392753484,"Network-Level Specialization (H'2)","sto"
"27238","Crop Fields",0.543112347358943,"Network-Level Specialization (H'2)","sto"
"27239","Crop Fields",0.299750033552618,"Network-Level Specialization (H'2)","who"
"27240","Crop Fields",0.45496454111897,"Network-Level Specialization (H'2)","who"
